round,program_id,model,pass_sequence,success,overoz,num_passes,benchmark
0,cbench-v1_dijkstra.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--deadargelim"", ""--dce"", ""--adce"", ""--licm"", ""--loop-unroll"", ""--loop-deletion"", ""--jump-threading"", ""--globaldce"", ""--constmerge"", ""--instsimplify""]",True,0.3977777777777778,15,cbench-v1
1,cbench-v1_dijkstra.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--newgvn"", ""--deadargelim"", ""--dce"", ""--adce"", ""--licm"", ""--loop-unroll"", ""--loop-deletion"", ""--jump-threading"", ""--globaldce"", ""--constmerge"", ""--instsimplify"", ""--ipsccp"", ""--aggressive-instcombine"", ""--sccp"", ""--loop-idiom"", ""--loop-rotate"", ""--loop-reroll""]",True,0.34,22,cbench-v1
2,cbench-v1_dijkstra.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--newgvn"", ""--deadargelim"", ""--dce"", ""--adce"", ""--licm"", ""--loop-unroll"", ""--loop-deletion"", ""--jump-threading"", ""--globaldce"", ""--constmerge"", ""--instsimplify"", ""--ipsccp"", ""--aggressive-instcombine"", ""--sccp"", ""--loop-idiom"", ""--loop-rotate"", ""--loop-reroll"", ""--loop-vectorize"", ""--slp-vectorizer"", ""--mergefunc""]",True,0.34,25,cbench-v1
3,cbench-v1_dijkstra.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--newgvn"", ""--deadargelim"", ""--dce"", ""--adce"", ""--licm"", ""--loop-unroll"", ""--loop-deletion"", ""--jump-threading"", ""--globaldce"", ""--constmerge"", ""--instsimplify"", ""--ipsccp"", ""--aggressive-instcombine"", ""--sccp"", ""--loop-idiom"", ""--loop-rotate"", ""--loop-reroll"", ""--loop-vectorize"", ""--slp-vectorizer"", ""--mergefunc"", ""--reassociate"", ""--early-cse"", ""--correlated-propagation"", ""--indvars""]",True,0.34444444444444444,29,cbench-v1
4,cbench-v1_dijkstra.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--newgvn"", ""--deadargelim"", ""--dce"", ""--adce"", ""--licm"", ""--loop-unroll"", ""--loop-deletion"", ""--jump-threading"", ""--globaldce"", ""--constmerge"", ""--instsimplify"", ""--ipsccp"", ""--aggressive-instcombine"", ""--sccp"", ""--loop-idiom"", ""--loop-rotate"", ""--loop-reroll"", ""--loop-vectorize"", ""--slp-vectorizer"", ""--mergefunc"", ""--reassociate"", ""--early-cse"", ""--correlated-propagation"", ""--indvars"", ""--inline"", ""--partial-inliner"", ""--tailcallelim""]",True,0.14,32,cbench-v1
0,cbench-v1_blowfish.ll,DeepSeek-V3,"[""--mem2reg"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--dce"", ""--licm"", ""--adce"", ""--loop-unroll"", ""--loop-deletion"", ""--sccp"", ""--ipsccp"", ""--aggressive-instcombine""]",True,0.4861467419189328,12,cbench-v1
1,cbench-v1_blowfish.ll,DeepSeek-V3,"[""--mem2reg"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--dce"", ""--licm"", ""--adce"", ""--loop-unroll"", ""--loop-vectorize"", ""--loop-deletion"", ""--sccp"", ""--ipsccp"", ""--aggressive-instcombine"", ""--jump-threading"", ""--slp-vectorizer"", ""--dse""]",True,0.49025141097998975,16,cbench-v1
2,cbench-v1_blowfish.ll,DeepSeek-V3,"[""--mem2reg"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--dce"", ""--licm"", ""--loop-unroll"", ""--loop-vectorize"", ""--loop-deletion"", ""--sccp"", ""--ipsccp"", ""--aggressive-instcombine"", ""--jump-threading"", ""--slp-vectorizer"", ""--dse"", ""--correlated-propagation"", ""--early-cse"", ""--newgvn"", ""--reassociate""]",True,0.4969214982042073,19,cbench-v1
3,cbench-v1_blowfish.ll,DeepSeek-V3,"[""--mem2reg"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--dce"", ""--licm"", ""--loop-unroll"", ""--loop-vectorize"", ""--loop-deletion"", ""--sccp"", ""--ipsccp"", ""--aggressive-instcombine"", ""--jump-threading"", ""--slp-vectorizer"", ""--dse"", ""--correlated-propagation"", ""--early-cse"", ""--newgvn"", ""--reassociate"", ""--loop-reroll"", ""--loop-idiom"", ""--mergefunc"", ""--partial-inliner"", ""--constmerge""]",True,0.4923037455105182,24,cbench-v1
4,cbench-v1_blowfish.ll,DeepSeek-V3,"[""--mem2reg"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--dce"", ""--licm"", ""--loop-unroll"", ""--loop-vectorize"", ""--loop-deletion"", ""--sccp"", ""--ipsccp"", ""--aggressive-instcombine"", ""--jump-threading"", ""--slp-vectorizer"", ""--dse"", ""--correlated-propagation"", ""--early-cse"", ""--newgvn"", ""--reassociate"", ""--loop-reroll"", ""--loop-idiom"", ""--mergefunc"", ""--partial-inliner"", ""--constmerge"", ""--loop-interchange"", ""--loop-unswitch"", ""--indvars"", ""--loop-versioning""]",True,0.4935864545920985,28,cbench-v1
0,cbench-v1_patricia.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--jump-threading"", ""--licm"", ""--dse""]",True,0.6076443057722309,8,cbench-v1
1,cbench-v1_patricia.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--jump-threading"", ""--licm"", ""--dse"", ""--loop-reduce"", ""--loop-rotate"", ""--loop-unswitch""]",True,0.5397815912636506,11,cbench-v1
2,cbench-v1_patricia.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--newgvn"", ""--jump-threading"", ""--licm"", ""--dse"", ""--loop-reduce"", ""--loop-rotate"", ""--loop-unswitch"", ""--aggressive-instcombine"", ""--deadargelim""]",True,0.6006240249609984,14,cbench-v1
3,cbench-v1_patricia.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--newgvn"", ""--jump-threading"", ""--licm"", ""--dse"", ""--loop-reduce"", ""--loop-rotate"", ""--loop-unswitch"", ""--aggressive-instcombine"", ""--deadargelim"", ""--indvars"", ""--loop-deletion"", ""--loop-idiom"", ""--loop-reroll""]",True,0.6021840873634945,18,cbench-v1
4,cbench-v1_patricia.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--newgvn"", ""--jump-threading"", ""--licm"", ""--dse"", ""--loop-reduce"", ""--loop-rotate"", ""--loop-unswitch"", ""--aggressive-instcombine"", ""--deadargelim"", ""--indvars"", ""--loop-deletion"", ""--loop-idiom"", ""--loop-reroll"", ""--loop-unroll"", ""--slp-vectorizer"", ""--constmerge"", ""--ipsccp"", ""--adce""]",True,0.6170046801872074,23,cbench-v1
0,cbench-v1_crc32.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--deadargelim"", ""--dce"", ""--licm"", ""--loop-unroll"", ""--loop-deletion"", ""--jump-threading"", ""--reassociate"", ""--constprop"", ""--adce""]",True,0.512396694214876,14,cbench-v1
1,cbench-v1_crc32.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--deadargelim"", ""--dce"", ""--licm"", ""--loop-unroll"", ""--loop-deletion"", ""--jump-threading"", ""--reassociate"", ""--constprop"", ""--adce"", ""--inline"", ""--loop-rotate"", ""--indvars""]",True,0.30578512396694213,17,cbench-v1
2,cbench-v1_crc32.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--deadargelim"", ""--dce"", ""--licm"", ""--loop-unroll"", ""--loop-deletion"", ""--jump-threading"", ""--reassociate"", ""--constprop"", ""--adce"", ""--inline"", ""--loop-rotate"", ""--indvars"", ""--loop-idiom"", ""--loop-reroll"", ""--sccp"", ""--tailcallelim""]",True,0.30578512396694213,21,cbench-v1
3,cbench-v1_crc32.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--early-cse"", ""--dce"", ""--licm"", ""--loop-unroll"", ""--loop-deletion"", ""--jump-threading"", ""--reassociate"", ""--constprop"", ""--adce"", ""--inline"", ""--loop-rotate"", ""--indvars"", ""--loop-idiom"", ""--loop-reroll"", ""--sccp"", ""--tailcallelim"", ""--newgvn"", ""--correlated-propagation"", ""--aggressive-instcombine""]",True,0.32644628099173556,24,cbench-v1
4,cbench-v1_crc32.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--early-cse"", ""--dce"", ""--licm"", ""--loop-unroll"", ""--loop-deletion"", ""--jump-threading"", ""--reassociate"", ""--constprop"", ""--adce"", ""--inline"", ""--loop-rotate"", ""--indvars"", ""--loop-idiom"", ""--loop-reroll"", ""--sccp"", ""--tailcallelim"", ""--newgvn"", ""--correlated-propagation"", ""--aggressive-instcombine"", ""--loop-vectorize"", ""--slp-vectorizer"", ""--loop-unswitch"", ""--mergefunc""]",True,0.34710743801652894,28,cbench-v1
0,cbench-v1_qsort.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--dce"", ""--adce"", ""--licm"", ""--gvn"", ""--jump-threading"", ""--loop-unroll"", ""--loop-deletion"", ""--loop-idiom"", ""--loop-rotate"", ""--loop-reroll"", ""--loop-unswitch"", ""--mergefunc"", ""--constmerge"", ""--reassociate"", ""--sccp"", ""--bdce"", ""--aggressive-instcombine"", ""--newgvn""]",True,0.5219435736677116,22,cbench-v1
1,cbench-v1_qsort.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--dce"", ""--adce"", ""--licm"", ""--gvn"", ""--jump-threading"", ""--loop-unroll"", ""--loop-deletion"", ""--loop-idiom"", ""--loop-rotate"", ""--loop-reroll"", ""--loop-unswitch"", ""--mergefunc"", ""--constmerge"", ""--reassociate"", ""--sccp"", ""--bdce"", ""--aggressive-instcombine"", ""--newgvn"", ""--correlated-propagation"", ""--early-cse"", ""--indvars"", ""--loop-versioning"", ""--loop-predication""]",True,0.45454545454545453,27,cbench-v1
2,cbench-v1_qsort.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--dce"", ""--adce"", ""--licm"", ""--gvn"", ""--jump-threading"", ""--loop-unroll"", ""--loop-deletion"", ""--loop-idiom"", ""--loop-rotate"", ""--loop-reroll"", ""--loop-unswitch"", ""--mergefunc"", ""--constmerge"", ""--reassociate"", ""--sccp"", ""--bdce"", ""--aggressive-instcombine"", ""--newgvn"", ""--correlated-propagation"", ""--early-cse"", ""--indvars"", ""--loop-versioning"", ""--loop-predication"", ""--inline"", ""--partial-inliner"", ""--argpromotion"", ""--ipsccp"", ""--deadargelim"", ""--tailcallelim"", ""--function-attrs"", ""--globalopt"", ""--loop-interchange"", ""--loop-distribute"", ""--loop-fusion""]",True,0.0,38,cbench-v1
3,cbench-v1_qsort.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--dce"", ""--adce"", ""--licm"", ""--gvn"", ""--jump-threading"", ""--loop-unroll"", ""--loop-deletion"", ""--loop-idiom"", ""--loop-rotate"", ""--loop-reroll"", ""--loop-unswitch"", ""--mergefunc"", ""--constmerge"", ""--reassociate"", ""--sccp"", ""--bdce"", ""--aggressive-instcombine"", ""--newgvn"", ""--correlated-propagation"", ""--early-cse"", ""--indvars"", ""--loop-versioning"", ""--loop-predication"", ""--inline"", ""--partial-inliner"", ""--argpromotion"", ""--ipsccp"", ""--deadargelim"", ""--tailcallelim"", ""--function-attrs"", ""--globalopt"", ""--loop-interchange"", ""--loop-distribute"", ""--loop-fusion"", ""--slp-vectorizer"", ""--vector-combine"", ""--loop-vectorize"", ""--loop-load-elim""]",True,0.0,42,cbench-v1
4,cbench-v1_qsort.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--dce"", ""--adce"", ""--licm"", ""--gvn"", ""--jump-threading"", ""--loop-unroll"", ""--loop-deletion"", ""--loop-idiom"", ""--loop-rotate"", ""--loop-reroll"", ""--loop-unswitch"", ""--mergefunc"", ""--constmerge"", ""--reassociate"", ""--sccp"", ""--bdce"", ""--aggressive-instcombine"", ""--newgvn"", ""--correlated-propagation"", ""--early-cse"", ""--indvars"", ""--loop-versioning"", ""--loop-predication"", ""--inline"", ""--partial-inliner"", ""--argpromotion"", ""--ipsccp"", ""--deadargelim"", ""--tailcallelim"", ""--function-attrs"", ""--globalopt"", ""--loop-interchange"", ""--loop-distribute"", ""--loop-fusion"", ""--slp-vectorizer"", ""--vector-combine"", ""--loop-vectorize"", ""--loop-load-elim"", ""--sink"", ""--instsimplify"", ""--lower-expect""]",True,0.0,45,cbench-v1
0,cbench-v1_sha.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--dce"", ""--licm"", ""--loop-deletion"", ""--loop-unswitch"", ""--loop-idiom"", ""--loop-reduce"", ""--indvars"", ""--loop-rotate"", ""--loop-unroll"", ""--jump-threading"", ""--tailcallelim""]",True,0.34668335419274093,16,cbench-v1
1,cbench-v1_sha.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--dce"", ""--licm"", ""--loop-deletion"", ""--loop-unswitch"", ""--loop-idiom"", ""--loop-reduce"", ""--indvars"", ""--loop-rotate"", ""--loop-unroll"", ""--jump-threading"", ""--tailcallelim"", ""--early-cse"", ""--correlated-propagation"", ""--aggressive-instcombine"", ""--newgvn""]",True,0.38923654568210264,20,cbench-v1
2,cbench-v1_sha.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--dce"", ""--licm"", ""--loop-deletion"", ""--loop-unswitch"", ""--loop-idiom"", ""--loop-reduce"", ""--indvars"", ""--loop-rotate"", ""--loop-unroll"", ""--jump-threading"", ""--tailcallelim"", ""--early-cse"", ""--correlated-propagation"", ""--aggressive-instcombine"", ""--newgvn"", ""--loop-vectorize"", ""--slp-vectorizer"", ""--constprop"", ""--die"", ""--sccp"", ""--reassociate""]",True,0.35168961201501875,26,cbench-v1
3,cbench-v1_sha.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--dce"", ""--licm"", ""--loop-deletion"", ""--loop-unswitch"", ""--loop-idiom"", ""--loop-reduce"", ""--indvars"", ""--loop-rotate"", ""--loop-unroll"", ""--jump-threading"", ""--tailcallelim"", ""--early-cse"", ""--correlated-propagation"", ""--aggressive-instcombine"", ""--newgvn"", ""--loop-vectorize"", ""--slp-vectorizer"", ""--constprop"", ""--die"", ""--sccp"", ""--reassociate"", ""--loop-reroll"", ""--loop-interchange"", ""--loop-unroll-and-jam"", ""--mergefunc"", ""--partial-inliner"", ""--inline""]",True,0.18523153942428036,32,cbench-v1
4,cbench-v1_sha.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--dce"", ""--licm"", ""--loop-deletion"", ""--loop-unswitch"", ""--loop-idiom"", ""--loop-reduce"", ""--indvars"", ""--loop-rotate"", ""--loop-unroll"", ""--jump-threading"", ""--tailcallelim"", ""--early-cse"", ""--correlated-propagation"", ""--aggressive-instcombine"", ""--newgvn"", ""--loop-vectorize"", ""--slp-vectorizer"", ""--constprop"", ""--die"", ""--sccp"", ""--reassociate"", ""--loop-reroll"", ""--loop-interchange"", ""--loop-unroll-and-jam"", ""--mergefunc"", ""--partial-inliner"", ""--inline"", ""--argpromotion"", ""--ipsccp"", ""--always-inline"", ""--loop-simplify""]",True,0.18523153942428036,36,cbench-v1
0,cbench-v1_stringsearch.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--jump-threading"", ""--reassociate"", ""--licm"", ""--loop-idiom"", ""--loop-deletion"", ""--loop-unroll"", ""--dse"", ""--adce""]",True,0.4836795252225519,13,cbench-v1
1,cbench-v1_stringsearch.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--jump-threading"", ""--reassociate"", ""--licm"", ""--loop-idiom"", ""--loop-unroll"", ""--loop-deletion"", ""--dse"", ""--adce"", ""--globalopt"", ""--sccp"", ""--deadargelim""]",True,0.4836795252225519,16,cbench-v1
2,cbench-v1_stringsearch.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--jump-threading"", ""--reassociate"", ""--licm"", ""--loop-idiom"", ""--loop-unroll"", ""--loop-deletion"", ""--dse"", ""--adce"", ""--globalopt"", ""--sccp"", ""--deadargelim"", ""--indvars"", ""--loop-rotate"", ""--loop-reroll"", ""--loop-unswitch"", ""--strip-dead-prototypes""]",True,0.42729970326409494,21,cbench-v1
3,cbench-v1_stringsearch.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--jump-threading"", ""--reassociate"", ""--licm"", ""--loop-idiom"", ""--loop-unroll"", ""--loop-deletion"", ""--dse"", ""--adce"", ""--globalopt"", ""--sccp"", ""--deadargelim"", ""--indvars"", ""--loop-rotate"", ""--loop-reroll"", ""--loop-unswitch"", ""--strip-dead-prototypes"", ""--early-cse"", ""--correlated-propagation"", ""--aggressive-instcombine"", ""--newgvn""]",True,0.4681008902077151,25,cbench-v1
4,cbench-v1_stringsearch.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--jump-threading"", ""--reassociate"", ""--licm"", ""--loop-idiom"", ""--loop-unroll"", ""--loop-deletion"", ""--dse"", ""--adce"", ""--globalopt"", ""--sccp"", ""--deadargelim"", ""--indvars"", ""--loop-rotate"", ""--loop-reroll"", ""--loop-unswitch"", ""--strip-dead-prototypes"", ""--early-cse"", ""--correlated-propagation"", ""--aggressive-instcombine"", ""--newgvn"", ""--loop-reduce"", ""--loop-unroll-and-jam"", ""--loop-versioning"", ""--loop-interchange""]",True,0.39020771513353114,29,cbench-v1
0,cbench-v1_stringsearch2.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--dce"", ""--licm"", ""--loop-unroll"", ""--loop-deletion"", ""--jump-threading"", ""--correlated-propagation"", ""--adce""]",True,0.524896265560166,12,cbench-v1
1,cbench-v1_stringsearch2.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--dce"", ""--licm"", ""--loop-unroll"", ""--loop-rotate"", ""--loop-deletion"", ""--jump-threading"", ""--correlated-propagation"", ""--adce"", ""--indvars""]",True,0.45643153526970953,14,cbench-v1
2,cbench-v1_stringsearch2.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--dce"", ""--licm"", ""--loop-unroll"", ""--loop-rotate"", ""--loop-deletion"", ""--jump-threading"", ""--correlated-propagation"", ""--adce"", ""--indvars"", ""--loop-idiom"", ""--loop-reroll"", ""--loop-unswitch"", ""--mergefunc"", ""--sccp"", ""--early-cse""]",True,0.35892116182572614,20,cbench-v1
